N,107,S,102,7
N,108,B,109,10
N,109,S,112,5
N,110,B,98,3
N,111,B,100,7
N,112,B,109,3
N,113,S,99,4
N,114,S,111,2
N,115,S,109,5
N,116,B,111,2
N,117,B,101,6
N,118,S,110,8
N,119,B,99,8
N,120,S,97,4
N,121,B,104,8
C,52
N,122,B,108,9
N,123,S,100,10
N,124,B,114,4
N,125,S,109,3
N,126,S,107,7
N,127,B,95,8
N,128,B,100,7
N,129,S,99,9
N,130,S,103,2
N,131,B,113,9
N,132,B,102,6
N,133,B,111,1
N,134,S,98,2
N,135,S,103,10
N,136,S,106,1
N,137,S,109,2
N,138,S,110,9
N,139,B,105,3
N,140,S,99,8
N,141,B,111,7
C,114
N,142,B,106,7
N,143,B,106,5
N,144,B,114,5
N,145,S,112,10
N,146,S,114,7
N,147,B,98,3
N,148,S,101,7
N,149,S,99,10
N,150,B,112,10
N,151,S,110,2
N,152,B,114,1
N,153,S,102,8
N,154,B,101,10
N,155,S,113,9
N,156,S,108,10
N,157,B,102,5
N,158,S,114,9
N,159,B,107,7
N,160,S,109,1
N,161,B,110,1
C,128
N,162,S,99,9
N,163,B,99,6
N,164,S,112,1
N,165,B,101,1
N,166,B,98,2
N,167,S,95,2
N,168,S,110,10
N,169,S,104,2
N,170,B,110,1
N,171,B,96,8
N,172,S,97,9
N,173,S,111,5
N,174,B,96,4
N,175,B,113,10
N,176,S,97,5
N,177,S,102,8
N,178,B,104,4
N,179,S,99,2
N,180,B,112,2
N,181,B,110,3
C,59
N,182,S,100,6
N,183,B,112,3
N,184,B,103,8
N,185,S,99,9
N,186,S,110,8
N,187,B,113,9
N,188,S,95,1
N,189,B,111,6
N,190,B,96,7
N,191,S,110,8
N,192,S,112,8
N,193,B,112,8
N,194,S,98,7
N,195,B,105,1
N,196,B,97,4
N,197,B,96,10
N,198,S,98,5
N,199,B,100,10
N,200,B,99,3
N,201,S,97,1
C,174
N,202,B,108,10
N,203,B,99,8
N,204,S,108,3
N,205,B,111,5
N,206,S,109,1
N,207,B,108,6
N,208,S,103,5
N,209,B,102,5
N,210,S,111,8
N,211,B,110,3
N,212,S,101,9
N,213,S,107,8
N,214,S,112,8
N,215,B,98,1
N,216,B,108,1
N,217,S,104,6
N,218,B,109,5
N,219,B,110,4
N,220,S,107,1
N,221,B,98,3
C,92
N,222,S,99,1
N,223,B,107,2
N,224,S,108,9
N,225,B,110,3
N,226,S,106,7
N,227,S,112,3
N,228,B,102,9
N,229,S,114,10
N,230,S,100,3
N,231,S,96,10
N,232,S,97,5
N,233,S,98,4
N,234,B,105,1
N,235,B,112,3
N,236,S,96,2
N,237,B,113,10
N,238,B,98,5
N,239,B,101,3
N,240,S,104,5
N,241,S,108,6
C,72
N,242,S,113,7
N,243,S,106,7
N,244,S,101,10
N,245,S,103,9
N,246,S,106,1
N,247,B,100,6
N,248,S,99,1
N,249,S,107,3
N,250,S,109,7
N,251,B,102,8
N,252,B,109,9
N,253,B,101,3
N,254,S,113,5
N,255,B,111,3
N,256,S,96,6
N,257,S,102,7
N,258,B,97,7
N,259,S,99,3
N,260,S,101,4
N,261,B,104,2
C,177
N,262,S,114,10
N,263,B,97,8
N,264,S,96,2
N,265,S,112,3
N,266,S,110,4
N,267,S,105,1
N,268,S,98,4
N,269,S,102,2
N,270,S,100,2
N,271,B,101,5
N,272,S,107,9
N,273,S,102,2
N,274,S,95,1
N,275,S,114,6
N,276,S,99,10
N,277,B,104,10
N,278,S,114,7
N,279,S,103,1
N,280,S,96,8
N,281,S,110,1
C,234
N,282,B,97,5
N,283,B,99,4
N,284,S,107,4
N,285,B,97,4
N,286,B,106,5
N,287,S,95,6
N,288,S,98,1
N,289,B,111,1
N,290,S,106,8
N,291,S,95,5
N,292,B,96,10
N,293,S,95,9
N,294,S,99,10
N,295,B,98,2
N,296,B,102,2
N,297,B,95,8
N,298,S,105,3
N,299,S,111,8
N,300,B,95,2
N,301,B,108,3
C,22
N,302,S,95,2
N,303,B,101,1
N,304,S,110,5
N,305,S,96,8
N,306,S,102,9
N,307,S,114,7
N,308,S,113,9
N,309,S,105,3
N,310,B,110,8
N,311,S,106,2
N,312,S,95,2
N,313,S,108,10
N,314,B,111,6
N,315,B,97,6
N,316,B,106,9
N,317,S,104,9
N,318,S,102,1
N,319,B,102,5
N,320,S,110,6
N,321,S,105,4
C,161
N,322,S,99,9
N,323,S,112,4
N,324,S,113,8
N,325,S,114,3
N,326,S,102,4
N,327,B,98,6
N,328,S,105,4
N,329,B,97,4
N,330,S,114,6
N,331,B,102,8
N,332,B,98,1
N,333,B,100,3
N,334,B,100,10
N,335,S,101,4
N,336,B,95,1
N,337,B,99,4
N,338,B,100,7
N,339,S,109,9
N,340,B,95,3
N,341,S,101,6
C,218
N,342,S,98,4
N,343,S,105,2
N,344,B,104,4
N,345,S,113,8
N,346,S,102,3
N,347,S,95,6
N,348,S,105,5
N,349,B,109,2
N,350,B,97,7
N,351,S,98,4
N,352,B,108,1
N,353,B,102,7
N,354,S,110,1
N,355,B,101,1
N,356,S,103,4
N,357,B,101,1
N,358,B,114,9
N,359,S,98,5
N,360,S,107,3
N,361,S,105,1
C,213
N,362,B,104,2
N,363,B,95,5
N,364,S,105,5
N,365,B,95,6
N,366,S,114,6
N,367,B,113,2
N,368,S,107,5
N,369,B,112,1
N,370,B,97,1
N,371,S,95,1
N,372,S,112,6
N,373,S,102,9
N,374,S,99,2
N,375,B,110,3
N,376,S,109,3
N,377,S,105,5
N,378,S,96,1
N,379,B,105,7
N,380,S,99,6
N,381,S,99,1
C,316
N,382,B,107,9
N,383,S,111,7
N,384,S,97,6
N,385,B,99,8
N,386,B,106,9
N,387,S,114,4
N,388,B,96,4
N,389,B,104,8
N,390,B,101,5
N,391,B,101,8
N,392,S,110,9
N,393,S,100,5
N,394,S,103,1
N,395,B,112,5
N,396,S,107,3
N,397,S,114,10
N,398,B,97,9
N,399,S,103,4
N,400,S,103,3
N,401,S,110,4
C,132
N,402,B,99,5
N,403,B,95,2
N,404,B,114,10
N,405,B,104,9
N,406,B,99,9
N,407,S,108,2
N,408,S,111,8
N,409,S,113,9
N,410,S,100,8
N,411,B,106,5
N,412,S,109,5
N,413,B,114,3
N,414,S,106,7
N,415,B,111,4
N,416,B,101,6
N,417,S,97,10
N,418,S,106,3
N,419,S,101,7
N,420,B,106,4
N,421,B,105,5
C,309
N,422,S,96,3
N,423,S,102,2
N,424,B,109,9
N,425,S,97,6
N,426,B,101,10
N,427,B,114,8
N,428,S,109,7
N,429,S,105,2
N,430,B,111,8
N,431,S,114,10
N,432,B,95,7
N,433,S,114,9
N,434,B,104,9
N,435,B,107,8
N,436,S,111,10
N,437,S,106,2
N,438,S,109,4
N,439,B,113,3
N,440,S,112,9
N,441,S,101,7
C,12
N,442,B,105,7
N,443,S,95,8
N,444,B,103,6
N,445,S,107,5
N,446,B,96,9
N,447,S,114,3
N,448,B,95,4
N,449,B,106,3
N,450,S,98,8
N,451,S,110,10
N,452,S,114,1
N,453,S,98,10
N,454,B,99,9
N,455,B,107,6
N,456,S,97,6
N,457,S,101,9
N,458,B,111,4
N,459,S,105,7
N,460,B,97,2
N,461,B,114,7
C,279
N,462,B,100,2
N,463,S,112,6
N,464,B,99,5
N,465,B,110,6
N,466,S,96,9
N,467,B,96,5
N,468,S,114,3
N,469,B,102,4
N,470,S,114,9
N,471,S,100,10
N,472,S,102,1
N,473,B,105,4
N,474,B,101,8
N,475,S,112,6
N,476,B,107,2
N,477,B,110,4
N,478,B,103,8
N,479,B,97,9
N,480,S,107,9
N,481,S,104,2
C,229
N,482,S,96,8
N,483,B,105,2
N,484,S,99,5
N,485,B,108,10
N,486,S,107,8
N,487,B,112,5
N,488,B,99,9
N,489,S,106,1
N,490,S,108,10
N,491,B,97,9
N,492,B,106,3
N,493,B,104,7
N,494,S,110,3
N,495,S,99,9
N,496,S,101,7
N,497,S,108,5
N,498,B,114,1
N,499,B,100,1
N,500,S,107,6
N,501,B,106,6
C,115
N,502,S,102,8
N,503,B,99,10
N,504,B,98,10
N,505,B,114,6
N,506,B,110,10
N,507,S,95,10
N,508,S,96,4
N,509,B,95,10
N,510,B,111,3
N,511,B,108,8
N,512,B,103,9
N,513,B,104,2
N,514,B,107,3
N,515,B,105,9
N,516,B,96,7
N,517,B,107,9
N,518,B,111,7
N,519,S,107,9
N,520,S,113,5
N,521,S,98,8
C,454
N,522,S,110,6
N,523,S,101,3
N,524,B,100,2
N,525,B,99,2
N,526,S,101,3
N,527,S,102,2
N,528,S,113,5
N,529,S,102,10
N,530,S,104,8
N,531,S,98,1
N,532,S,106,9
N,533,B,108,9
N,534,B,110,7
N,535,S,99,8
N,536,B,106,6
N,537,S,109,2
N,538,B,109,9
N,539,S,95,10
N,540,S,99,9
N,541,S,109,5
C,63
N,542,B,108,4
N,543,B,98,7
N,544,B,97,3
N,545,S,111,2
N,546,S,102,10
N,547,S,113,5
N,548,S,103,10
N,549,B,101,4
N,550,S,100,3
N,551,S,104,1
N,552,B,114,2
N,553,B,102,1
N,554,B,109,6
N,555,B,105,4
N,556,S,101,4
N,557,S,105,10
N,558,S,108,10
N,559,B,95,5
N,560,B,100,8
N,561,S,113,2
C,363
N,562,B,103,7
N,563,S,96,5
N,564,S,98,5
N,565,B,102,8
N,566,B,101,7
N,567,B,101,7
N,568,B,113,8
N,569,B,109,4
N,570,B,112,2
N,571,B,98,7
N,572,B,109,6
N,573,S,100,7
N,574,S,96,5
N,575,B,101,5
N,576,B,112,10
N,577,B,104,1
N,578,S,111,10
N,579,S,111,6
N,580,S,105,1
N,581,B,110,6
C,330
N,582,B,100,5
N,583,B,97,3
N,584,B,100,1
N,585,B,106,7
N,586,B,97,9
N,587,S,105,4
N,588,S,103,4
N,589,B,101,1
N,590,S,109,1
N,591,B,104,9
N,592,S,110,2
N,593,S,114,6
N,594,B,102,2
N,595,B,97,6
N,596,S,100,2
N,597,B,111,3
N,598,S,104,2
N,599,S,107,3
N,600,S,110,6
N,601,S,108,10
C,27
N,602,B,106,8
N,603,B,109,10
N,604,S,98,4
N,605,S,111,1
N,606,S,99,2
N,607,S,105,5
N,608,B,99,10
N,609,B,96,5
N,610,B,105,5
N,611,S,102,5
N,612,B,99,1
N,613,S,98,4
N,614,S,103,5
N,615,B,110,8
N,616,S,108,8
N,617,B,103,8
N,618,B,95,2
N,619,B,113,8
N,620,B,110,1
N,621,B,111,1
C,609
N,622,S,108,6
N,623,B,101,7
N,624,S,104,1
N,625,B,109,3
N,626,S,97,1
N,627,B,112,8
N,628,S,106,2
N,629,B,107,6
N,630,S,101,1
N,631,B,102,4
N,632,S,100,4
N,633,B,108,2
N,634,B,109,10
N,635,B,101,3
N,636,B,95,3
N,637,S,97,5
N,638,S,105,6
N,639,B,107,6
N,640,B,111,7
N,641,B,110,4
C,17
N,642,B,96,7
N,643,B,108,6
N,644,B,112,4
N,645,B,103,3
N,646,B,110,8
N,647,S,103,3
N,648,B,97,7
N,649,B,104,6
N,650,B,98,3
N,651,S,109,6
N,652,S,99,10
N,653,B,99,8
N,654,S,112,1
N,655,S,95,8
N,656,B,103,3
N,657,B,102,7
N,658,B,97,10
N,659,B,110,4
N,660,S,107,3
N,661,S,107,3
C,10
N,662,S,105,6
N,663,B,113,2
N,664,S,111,2
N,665,B,107,2
N,666,S,100,7
N,667,S,105,1
N,668,S,96,2
N,669,S,95,2
N,670,S,100,2
N,671,S,107,2
N,672,S,104,10
N,673,B,96,6
N,674,S,99,7
N,675,B,110,5
N,676,B,113,4
N,677,B,97,10
N,678,S,101,10
N,679,B,114,9
N,680,B,98,8
N,681,S,107,3
C,62
N,682,B,101,2
N,683,B,107,1
N,684,S,100,2
N,685,S,101,7
N,686,B,102,5
N,687,S,95,5
N,688,B,103,4
N,689,S,108,7
N,690,S,108,6
N,691,S,113,10
N,692,S,110,7
N,693,S,110,10
N,694,B,97,1
N,695,S,105,5
N,696,B,114,2
N,697,S,102,5
N,698,S,111,8
N,699,S,102,8
N,700,B,102,4
N,701,S,101,6
C,397
N,702,S,109,10
N,703,B,111,6
N,704,S,114,7
N,705,B,98,6
N,706,S,98,2
N,707,B,109,1
N,708,S,98,1
N,709,S,107,7
N,710,B,99,4
N,711,S,102,5
N,712,B,111,1
N,713,B,111,10
N,714,B,103,5
N,715,B,103,7
N,716,B,108,3
N,717,S,112,3
N,718,S,114,2
N,719,S,106,7
N,720,B,112,9
N,721,S,101,3
C,413
N,722,B,101,2
N,723,B,112,2
N,724,B,114,1
N,725,S,114,8
N,726,S,109,6
N,727,S,99,4
N,728,S,105,1
N,729,S,111,6
N,730,B,105,4
N,731,S,109,3
N,732,B,113,9
N,733,B,98,6
N,734,B,111,2
N,735,B,104,9
N,736,S,109,10
N,737,S,112,9
N,738,S,108,2
N,739,S,105,7
N,740,B,104,8
N,741,B,100,8
C,548
N,742,S,108,6
N,743,B,108,6
N,744,S,102,9
N,745,B,97,3
N,746,B,108,2
N,747,B,103,8
N,748,S,111,1
N,749,B,101,6
N,750,S,113,5
N,751,S,101,2
N,752,B,111,1
N,753,B,107,5
N,754,B,103,9
N,755,B,109,8
N,756,S,112,2
N,757,S,95,7
N,758,B,98,2
N,759,B,103,1
N,760,S,95,3
N,761,S,112,7
C,25
N,762,B,111,10
N,763,B,109,8
N,764,S,109,1
N,765,B,103,8
N,766,B,100,1
N,767,B,99,1
N,768,B,104,7
N,769,B,102,9
N,770,S,110,4
N,771,B,96,4
N,772,B,96,7
N,773,S,96,5
N,774,S,98,4
N,775,S,113,4
N,776,S,97,6
N,777,S,96,1
N,778,S,97,5
N,779,S,101,9
N,780,S,96,5
N,781,S,109,10
C,205
N,782,S,97,5
N,783,B,102,3
N,784,S,111,9
N,785,B,105,7
N,786,B,100,1
N,787,S,107,8
N,788,S,111,1
N,789,B,110,2
N,790,S,96,3
N,791,B,114,7
N,792,S,101,4
N,793,S,100,5
N,794,S,113,3
N,795,B,101,2
N,796,S,104,10
N,797,S,107,10
N,798,B,114,5
N,799,B,104,10
N,800,S,113,2
N,801,S,95,3
C,654
N,802,B,114,2
N,803,B,111,5
N,804,S,114,9
N,805,B,102,6
N,806,B,107,3
N,807,S,111,1
N,808,B,99,4
N,809,S,101,8
N,810,S,95,1
N,811,B,105,3
N,812,B,99,6
N,813,B,111,9
N,814,S,96,1
N,815,B,104,3
N,816,B,104,9
N,817,B,112,6
N,818,S,108,3
N,819,B,96,8
N,820,B,103,10
N,821,S,114,3
C,408
N,822,B,99,7
N,823,B,95,4
N,824,B,100,3
N,825,B,98,2
N,826,B,95,8
N,827,S,95,10
N,828,S,98,1
N,829,B,95,4
N,830,B,111,5
N,831,S,110,6
N,832,B,102,4
N,833,S,104,6
N,834,S,114,7
N,835,B,105,4
N,836,B,107,4
N,837,S,111,4
N,838,S,106,2
N,839,S,111,7
N,840,B,101,10
N,841,S,102,2
C,460
N,842,B,110,10
N,843,B,109,6
N,844,B,101,10
N,845,B,101,7
N,846,S,98,3
N,847,S,101,3
N,848,S,113,4
N,849,B,109,5
N,850,S,107,4
N,851,S,107,10
N,852,B,99,8
N,853,S,110,9
N,854,B,109,3
N,855,S,110,7
N,856,B,96,8
N,857,S,97,4
N,858,B,107,4
N,859,S,101,6
N,860,S,100,3
N,861,B,101,8
C,157
N,862,S,97,3
N,863,B,112,6
N,864,B,101,1
N,865,S,110,5
N,866,S,97,8
N,867,B,107,8
N,868,S,96,7
N,869,B,101,8
N,870,B,110,5
N,871,S,107,2
N,872,B,96,8
N,873,B,99,8
N,874,S,110,10
N,875,B,111,3
N,876,B,111,6
N,877,B,114,2
N,878,S,110,8
N,879,S,111,7
N,880,B,105,9
N,881,B,103,4
C,529
N,882,S,95,3
N,883,S,95,2
N,884,S,110,5
N,885,B,105,3
N,886,S,101,9
N,887,S,97,1
N,888,B,111,1
N,889,S,96,1
N,890,S,96,7
N,891,S,95,9
N,892,B,96,5
N,893,B,111,9
N,894,B,105,2
N,895,S,112,9
N,896,S,109,1
N,897,B,102,10
N,898,S,98,7
N,899,B,111,7
N,900,B,103,3
N,901,B,114,2
C,590
N,902,S,96,7
N,903,B,108,4
N,904,S,112,1
N,905,S,112,9
N,906,S,107,1
N,907,B,110,1
N,908,B,111,8
N,909,S,112,3
N,910,B,102,1
N,911,S,113,5
N,912,B,99,4
N,913,S,113,8
N,914,B,98,5
N,915,S,97,4
N,916,B,114,3
N,917,S,111,10
N,918,S,98,7
N,919,S,101,5
N,920,S,107,7
N,921,B,112,1
C,603
N,922,S,105,1
N,923,S,101,2
N,924,B,110,1
N,925,S,113,8
N,926,S,103,5
N,927,S,110,1
N,928,S,113,9
N,929,S,109,4
N,930,B,97,7
N,931,S,108,6
N,932,B,100,6
N,933,S,103,1
N,934,S,114,9
N,935,B,111,10
N,936,S,99,3
N,937,B,103,2
N,938,S,113,8
N,939,S,103,7
N,940,S,109,8
N,941,S,102,6
C,706
N,942,B,104,5
N,943,S,102,2
N,944,S,108,6
N,945,S,108,2
N,946,S,97,10
N,947,B,110,7
N,948,B,114,8
N,949,B,99,1
N,950,B,102,1
N,951,B,107,7
N,952,B,101,3
N,953,S,106,6
N,954,B,113,6
N,955,B,103,2
N,956,B,106,6
N,957,S,100,8
N,958,S,95,1
N,959,S,107,7
N,960,B,106,2
N,961,B,100,2
C,738
N,962,B,107,5
N,963,S,98,3
N,964,B,104,10
N,965,S,108,9
N,966,S,99,5
N,967,B,96,1
N,968,B,101,9
N,969,S,95,4
N,970,S,107,6
N,971,B,111,7
N,972,S,96,5
N,973,S,102,2
N,974,S,102,8
N,975,B,111,8
N,976,S,97,10
N,977,S,105,9
N,978,B,110,3
N,979,B,99,1
N,980,B,98,4
N,981,S,110,4
C,507
N,982,S,102,6
N,983,B,99,10
N,984,S,111,2
N,985,S,106,9
N,986,B,105,7
N,987,S,113,9
N,988,S,106,5
N,989,S,100,6
N,990,S,106,3
N,991,B,109,1
N,992,B,98,2
N,993,S,98,9
N,994,B,104,7
N,995,B,112,5
N,996,B,112,6
N,997,B,95,2
N,998,S,106,6
N,999,B,95,4
N,1000,B,110,7
N,1001,S,97,6
C,611
N,1002,S,102,3
N,1003,S,101,2
N,1004,B,113,10
N,1005,B,100,9
N,1006,B,112,8
N,1007,S,107,1
N,1008,B,105,6
N,1009,B,104,5
N,1010,S,107,5
N,1011,S,110,2
N,1012,S,106,6
N,1013,B,109,2
N,1014,S,101,5
N,1015,B,96,1
N,1016,B,96,5
N,1017,B,100,8
N,1018,S,97,10
N,1019,B,104,9
N,1020,S,95,3
N,1021,S,108,2
C,350
N,1022,S,97,2
N,1023,S,96,7
N,1024,B,101,4
N,1025,B,98,4
N,1026,B,112,5
N,1027,S,114,8
N,1028,B,111,9
N,1029,B,111,1
N,1030,S,105,8
N,1031,S,107,7
N,1032,B,107,4
N,1033,B,104,9
N,1034,B,107,7
N,1035,B,111,3
N,1036,B,97,7
N,1037,S,106,9
N,1038,S,100,2
N,1039,S,107,8
N,1040,B,103,9
N,1041,S,100,4
C,26
N,1042,S,113,7
N,1043,B,107,8
N,1044,S,106,3
N,1045,B,111,7
N,1046,B,101,4
N,1047,B,107,10
N,1048,S,101,1
N,1049,S,96,10
N,1050,B,103,5
N,1051,S,109,2
N,1052,B,95,10
N,1053,S,106,1
N,1054,B,101,9
N,1055,B,113,6
N,1056,B,110,2
N,1057,B,104,7
N,1058,B,107,2
N,1059,B,111,6
N,1060,S,114,5
N,1061,S,95,4
C,569
N,1062,B,113,1
N,1063,B,105,2
N,1064,B,97,8
N,1065,S,113,10
N,1066,B,101,10
N,1067,B,103,1
N,1068,B,101,4
N,1069,S,111,10
N,1070,S,114,10
N,1071,S,106,10
N,1072,S,100,9
N,1073,B,104,6
N,1074,S,113,9
N,1075,S,112,1
N,1076,S,97,9
N,1077,S,97,6
N,1078,S,99,7
N,1079,B,106,10
N,1080,B,113,3
N,1081,B,109,6
C,773
N,1082,S,98,4
N,1083,B,100,10
N,1084,B,114,5
N,1085,B,110,10
N,1086,S,112,6
N,1087,B,113,5
N,1088,B,106,9
N,1089,B,107,4
N,1090,S,107,3
N,1091,S,97,1
N,1092,S,99,10
N,1093,S,107,7
N,1094,B,112,1
N,1095,B,98,6
N,1096,B,110,7
N,1097,B,109,10
N,1098,B,108,7
N,1099,B,100,6
N,1100,S,99,5
N,1101,B,106,4
C,904
N,1102,B,102,1
N,1103,B,107,6
N,1104,B,96,2
N,1105,S,106,2
N,1106,B,110,5
N,1107,S,99,8
N,1108,S,111,2
N,1109,S,112,6
N,1110,S,100,9
N,1111,S,98,4
N,1112,S,102,1
N,1113,B,106,6
N,1114,S,97,2
N,1115,B,113,2
N,1116,S,108,4
N,1117,S,114,5
N,1118,B,108,6
N,1119,B,95,4
N,1120,S,114,1
N,1121,B,95,1
C,104
N,1122,S,99,1
N,1123,S,108,5
N,1124,B,111,2
N,1125,S,102,9
N,1126,S,112,9
N,1127,S,114,10
N,1128,S,102,4
N,1129,B,101,6
N,1130,S,108,7
N,1131,B,100,3
N,1132,B,110,4
N,1133,S,103,8
N,1134,S,107,10
N,1135,B,106,10
N,1136,B,110,2
N,1137,B,100,3
N,1138,B,108,2
N,1139,S,106,8
N,1140,S,95,2
N,1141,B,113,10
C,1072
N,1142,S,101,1
N,1143,S,113,7
N,1144,S,103,8
N,1145,S,112,6
N,1146,B,104,10
N,1147,B,112,3
N,1148,B,96,7
N,1149,S,102,2
N,1150,S,97,3
N,1151,S,111,9
N,1152,S,95,10
N,1153,S,105,4
N,1154,B,98,10
N,1155,B,111,6
N,1156,S,110,2
N,1157,B,111,3
N,1158,S,105,5
N,1159,S,104,9
N,1160,S,96,8
N,1161,S,107,1
C,1021
N,1162,B,95,3
N,1163,S,106,3
N,1164,B,101,1
N,1165,S,104,9
N,1166,B,109,2
N,1167,S,100,4
N,1168,S,107,6
N,1169,S,102,6
N,1170,B,102,2
N,1171,B,110,2
N,1172,B,99,8
N,1173,S,102,3
N,1174,B,113,5
N,1175,S,107,6
N,1176,S,113,6
N,1177,B,110,4
N,1178,B,113,5
N,1179,S,99,9
N,1180,B,114,10
N,1181,S,113,5
C,585
N,1182,S,103,7
N,1183,B,99,1
N,1184,S,97,5
N,1185,B,111,6
N,1186,S,97,8
N,1187,B,114,10
N,1188,B,105,10
N,1189,S,104,7
N,1190,B,107,6
N,1191,B,110,8
N,1192,B,104,6
N,1193,B,102,3
N,1194,B,104,9
N,1195,S,114,8
N,1196,B,104,4
N,1197,B,101,2
N,1198,S,109,10
N,1199,B,102,9
N,1200,S,110,8
N,1201,S,111,5
C,503
N,1202,S,102,10
N,1203,B,107,3
N,1204,S,98,8
N,1205,S,108,2
N,1206,B,111,6
N,1207,S,101,3
N,1208,S,96,4
N,1209,B,100,5
N,1210,S,99,9
N,1211,S,96,6
N,1212,B,107,2
N,1213,B,104,2
N,1214,S,95,8
N,1215,B,105,8
N,1216,S,114,6
N,1217,S,107,4
N,1218,S,103,6
N,1219,S,95,3
N,1220,S,104,2
N,1221,S,106,10
C,1153
N,1222,B,100,6
N,1223,B,97,8
N,1224,B,110,5
N,1225,S,106,7
N,1226,B,113,10
N,1227,B,110,8
N,1228,B,108,8
N,1229,S,105,8
N,1230,S,95,2
N,1231,S,112,10
N,1232,S,111,8
N,1233,S,95,9
N,1234,B,96,1
N,1235,B,99,1
N,1236,S,97,10
N,1237,S,99,8
N,1238,S,95,3
N,1239,B,108,1
N,1240,S,104,8
N,1241,S,107,6
C,948
N,1242,B,106,4
N,1243,S,101,1
N,1244,S,106,1
N,1245,S,112,8
N,1246,S,107,9
N,1247,S,95,7
N,1248,S,106,4
N,1249,S,110,2
N,1250,S,111,1
N,1251,B,112,10
N,1252,S,100,2
N,1253,S,114,6
N,1254,S,104,5
N,1255,B,110,2
N,1256,S,108,5
N,1257,S,105,6
N,1258,S,100,8
N,1259,S,113,4
N,1260,B,111,9
N,1261,S,97,9
C,1260
N,1262,S,114,8
N,1263,S,98,9
N,1264,B,104,4
N,1265,S,97,10
N,1266,B,110,8
N,1267,S,111,10
N,1268,B,110,3
N,1269,B,97,10
N,1270,B,100,4
N,1271,B,98,1
N,1272,B,110,5
N,1273,B,113,6
N,1274,S,104,9
N,1275,B,113,4
N,1276,S,97,8
N,1277,B,112,3
N,1278,B,100,3
N,1279,S,106,5
N,1280,S,107,9
N,1281,S,100,7
C,487
N,1282,B,112,5
N,1283,B,98,7
N,1284,S,102,9
N,1285,B,111,5
N,1286,B,99,4
N,1287,B,114,7
N,1288,S,104,9
N,1289,B,103,8
N,1290,B,103,10
N,1291,S,97,4
N,1292,B,108,9
N,1293,B,102,9
N,1294,B,106,1
N,1295,B,98,7
N,1296,B,107,9
N,1297,B,98,1
N,1298,S,98,3
N,1299,S,98,1
N,1300,B,107,1
N,1301,B,107,1
C,850
N,1302,S,114,4
N,1303,B,108,1
N,1304,S,102,10
N,1305,B,111,4
N,1306,B,109,3
N,1307,B,99,9
N,1308,B,110,7
N,1309,S,97,9
N,1310,B,96,6
N,1311,B,110,10
N,1312,S,113,3
N,1313,B,111,3
N,1314,S,102,9
N,1315,B,112,9
N,1316,S,110,8
N,1317,B,104,1
N,1318,S,96,1
N,1319,B,95,9
N,1320,B,103,8
N,1321,S,101,8
C,984
N,1322,B,111,2
N,1323,S,98,5
N,1324,B,110,3
N,1325,B,105,10
N,1326,S,112,10
N,1327,B,99,8
N,1328,B,97,7
N,1329,B,101,6
N,1330,S,107,8
N,1331,B,103,8
N,1332,S,100,2
N,1333,S,112,10
N,1334,B,98,3
N,1335,B,96,6
N,1336,S,104,10
N,1337,B,110,6
N,1338,S,110,6
N,1339,B,99,1
